NAME,GAIA_DESIG,RA,DEC,GLON,GLAT,SPEC_CLASS,SPEC_SIMBAD,COLOUR_SDSS,COLOUR_APASS,COLOUR_PS1,COLOUR_SKYM,PLX,PLX_ZP,e_PLX,M_G,G_GAIA,e_G_GAIA,BP_GAIA,e_BP_GAIA,RP_GAIA,e_RP_GAIA,PMRA_GAIA,e_PMRA_GAIA,PMDEC_GAIA,e_PMDEC_GAIA,RV_SDSS,e_RV_SDSS,RV_LAMOST,e_RV_LAMOST,TEFF,e_TEFF,LOG_G,e_LOG_G,LOG_Y,e_LOG_Y,PARAMS_REF,EB-V,e_EB-V,AV,FUV_GALEX,e_FUV_GALEX,NUV_GALEX,e_NUV_GALEX,V_APASS,e_V_APASS,B_APASS,e_B_APASS,g_APASS,e_g_APASS,r_APASS,e_r_APASS,i_APASS,e_i_APASS,u_SDSS,e_u_SDSS,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,I_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,u_VST,e_u_VST,g_VST,e_g_VST,r_VST,e_r_VST,I_VST,e_i_VST,z_VST,e_z_VST,u_SKYM,e_u_SKYM,v_SKYM,e_v_SKYM,g_SKYM,e_g_SKYM,r_SKYM,e_r_SKYM,i_SKYM,e_i_SKYM,z_SKYM,e_z_SKYM,g_PS1,e_g_PS1,r_PS1,e_r_PS1,i_PS1,e_i_PS1,z_PS1,e_z_PS1,y_PS1,e_y_PS1,J_2MASS,e_J_2MASS,H_2MASS,e_H_2MASS,K_2MASS,e_K_2MASS,Y_UKIDSS,e_Y_UKIDSS,J_UKIDSS,e_J_UKIDSS,H_UKIDSS,e_H_UKIDSS,K_UKIDSS,e_K_UKIDSS,Z_VISTA,e_Z_VISTA,Y_VISTA,e_Y_VISTA,J_VISTA,e_J_VISTA,H_VISTA,e_H_VISTA,Ks_VISTA,e_Ks_VISTA,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4
KUV02129+2907,Gaia EDR3 108002248353357312,33.95949745761,29.34588257257,144.18074450471,-30.01984079929,sdB,B,sd+MS,,sdO/B,,1.8908,1.9203,0.0425,5.4153,13.9984,0.0029,13.9203,0.0035,14.1482,0.0042,4.1996,0.0556,-5.8399,0.0349,,,-36,2,24230,191,5.58,0.02,-3.88,0.16,2021ApJS..256...28L,0.092,0.001,0.286,13.493,0.010,14.447,0.007,14.036,0.062,13.884,0.031,13.856,0.015,14.169,0.066,14.476,0.035,13.852,0.003,13.814,0.003,14.175,0.003,14.454,0.003,14.719,0.005,,,,,,,,,,,,,,,,,,,,,,,13.8765,0.0068,14.1947,0.0054,14.4912,0.0071,14.7074,0.0045,14.8455,0.0037,14.379,0.029,14.490,0.047,14.421,0.071,,,,,,,,,,,,,,,,,,,14.584,0.029,14.671,0.056,12.446,,8.870,
HS0213+2329,Gaia EDR3 101206407500333184,33.98124047645,23.72059457836,146.74790546026,-35.21368725652,sdOB,sdOB,,sdO/B,sdO/B,,1.0687,1.0971,0.0449,4.0813,13.8800,0.0029,13.7731,0.0035,14.0814,0.0046,-0.9834,0.0394,-4.5620,0.0358,,,,,32400,900,5.50,0.10,-1.50,0.20,2003A&A...400..939E,0.070,0.002,0.216,13.278,0.009,13.894,0.006,13.862,0.039,13.753,0.023,13.757,0.055,14.102,0.016,14.396,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7770,0.0090,14.1080,0.0060,14.4280,0.0050,14.6580,0.0040,14.8270,0.0050,14.353,0.030,14.524,0.055,14.620,0.089,,,,,,,,,,,,,,,,,,,14.607,0.033,14.767,0.102,12.198,,8.956,
FBS0212+385,Gaia EDR3 331954247033853568,33.99325426799,38.77210239452,140.48000743611,-21.20191673366,He-sdO,DC:,,,sdO/B,,3.2225,3.2391,0.0408,6.6216,14.0694,0.0029,13.8893,0.0037,14.4149,0.0040,0.7444,0.0467,-23.8556,0.0462,,,,,49564,412,5.23,0.02,-1.46,0.04,2021ApJS..256...28L,0.052,0.001,0.160,,,13.796,0.001,14.170,,13.922,0.008,13.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9057,0.0032,14.3688,0.0022,14.7578,0.0028,15.0543,0.0023,15.2591,0.0047,14.851,0.038,15.013,0.077,14.993,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ021617.10-095513.0,Gaia EDR3 5152094368572046336,34.07133022097,-9.92034225302,176.25772115769,-63.61672362727,sdOB,sdO,sdB,sdO/B,sdO/B,sdB,0.5978,0.6167,0.0554,4.7608,15.8105,0.0029,15.6521,0.0038,16.1102,0.0058,-1.6199,0.0764,-7.8978,0.0565,-21,3,,,37001,905,5.98,0.13,-1.30,0.20,2017OAst...26..164G,0.023,0.001,0.070,14.502,0.010,14.662,0.004,15.850,0.065,15.642,0.061,15.674,0.052,16.112,0.023,,,15.246,0.004,15.545,0.003,16.059,0.004,16.413,0.005,16.739,0.010,15.06040,0.00238,15.67750,0.00121,16.11280,0.00195,16.42820,0.00246,16.68460,0.00660,15.3730,0.0230,15.4780,0.0250,15.7260,0.0170,16.0730,0.0330,16.5060,0.0120,16.7980,0.0190,15.6430,0.0040,16.0660,0.0009,16.4450,0.0030,16.7300,0.0030,16.9280,0.0140,16.471,0.119,17.574,,17.011,,,,,,,,,,,,,,16.4958,0.0084,,,16.6660,0.0497,17.017,0.114,16.805,0.320,12.788,,9.478,
GALEXJ02163+2759,Gaia EDR3 107585292928397568,34.07946091770,27.98390578610,144.88526417383,-31.24401367503,sdB,sdB,,sdO/B,sdO/B,,1.5246,1.5540,0.0313,4.3877,13.4305,0.0029,13.3355,0.0030,13.6158,0.0040,24.6279,0.0423,6.6707,0.0344,,,,,25480,450,5.35,0.05,-2.81,0.23,2012MNRAS.427.2180N,0.068,0.003,0.211,12.948,0.004,13.681,0.003,13.477,0.041,13.343,0.052,13.276,0.019,13.631,0.065,13.927,0.037,13.259,0.003,13.726,0.005,13.611,0.002,13.920,0.003,14.194,0.004,,,,,,,,,,,,,,,,,,,,,,,12.9720,,13.4530,,13.9620,0.0020,14.1980,0.0030,14.3290,0.0040,13.871,0.024,13.998,0.034,14.111,0.056,,,,,,,,,,,,,,,,,,,14.107,0.027,14.184,0.046,12.855,0.535,8.868,
LAMOSTJ021703.37+544752.1,Gaia EDR3 455838867842408064,34.26416308332,54.79787420986,135.14526979177,-6.03079912310,He-sdO,,,,,,0.3064,0.3162,0.0782,,17.2305,0.0029,17.2067,0.0064,17.2548,0.0076,-0.6590,0.0550,0.0920,0.0710,,,,,64239,2076,5.23,0.09,0.86,0.23,2021ApJS..256...28L,0.240,0.010,0.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1951,0.0032,17.3761,0.0051,17.5750,0.0014,17.7607,0.0083,17.8674,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMOSTJ021708.68+434053.0,Gaia EDR3 351536441749571200,34.28614123612,43.68139737924,138.92691709910,-16.51244612487,sdOB,,,,sdO/B,,0.6600,0.6761,0.0528,4.7132,15.5631,0.0029,15.4434,0.0040,15.7773,0.0054,-2.5900,0.0589,-2.3182,0.0565,,,,,36880,141,5.92,0.03,-1.59,0.02,2021ApJS..256...28L,0.089,0.003,0.276,14.854,0.017,14.929,0.011,15.597,0.073,15.414,0.006,15.393,0.026,15.791,0.019,15.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4273,0.0021,15.7945,0.0012,16.1296,0.0024,16.3764,0.0034,16.5377,0.0045,16.001,0.086,15.968,0.205,15.924,,,,,,,,,,,,,,,,,,,,16.701,0.079,16.828,,12.519,,8.944,
TYC1773-399-1,Gaia EDR3 107665724780053376,34.42580141475,28.05815658711,145.18290778789,-31.05933410588,sdOB,sdB,sd+MS,,sdO/B,,3.8016,3.8701,0.0529,4.6987,11.7601,0.0028,11.6333,0.0036,12.0100,0.0038,28.8924,0.0615,-3.9551,0.0476,,,19,1,34500,104,5.76,0.02,-1.53,0.01,2021ApJS..256...28L,0.075,0.002,0.231,,,12.277,0.003,11.804,0.043,11.644,0.056,11.607,0.012,11.997,0.038,12.328,0.050,11.918,0.002,11.927,0.001,12.119,0.001,12.464,0.002,13.273,0.006,,,,,,,,,,,,,,,,,,,,,,,11.6680,,12.0930,,12.4280,,12.6850,,12.7786,0.0064,12.375,0.023,12.479,0.021,12.535,0.018,,,,,,,,,,,,,,,,,,,12.594,0.023,12.628,0.025,12.256,,9.021,
LAMOSTJ021749.89+415835.1,Gaia EDR3 339286202884520064,34.45794373600,41.97648082795,139.66133788240,-18.07159111390,sdB,,,,,,0.3305,0.3354,0.0646,3.9286,16.3010,0.0030,16.1941,0.0063,16.4875,0.0082,-0.9230,0.0610,0.7320,0.0690,,,,,31770,168,5.64,0.03,-2.66,0.04,2021ApJS..256...28L,0.049,0.001,0.153,,,,,16.368,0.033,16.084,0.046,16.089,0.000,16.562,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1585,0.0035,16.5220,0.0081,16.8273,0.0023,17.0608,0.0034,17.2122,0.0128,,,,,,,,,,,,,,,,,,,,,,,,,17.434,0.140,16.842,,11.931,,8.506,
HS0215+0852,Gaia EDR3 23927232741928192,34.46819547411,9.10042831517,155.95882716057,-48.15085150708,sdB+MS,,,sd+MS,sd+MS,,0.5938,0.6382,0.0287,3.6667,14.6419,0.0028,14.7584,0.0032,14.4033,0.0047,5.4656,0.0258,1.6270,0.0220,,,,,,,,,,,,0.082,0.003,0.254,14.390,0.010,14.840,0.006,14.743,0.028,14.944,0.061,14.796,0.034,14.707,0.032,14.660,0.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7860,0.0020,14.7550,0.0120,14.7460,0.0050,14.7840,0.0020,,,14.030,0.030,13.775,0.039,13.878,0.055,14.201,0.003,14.021,0.002,13.813,0.004,13.800,0.005,,,,,,,,,,,13.761,0.026,13.773,0.038,12.774,,9.203,
PG0215+183,Gaia EDR3 80762260092162688,34.56581597519,18.52722046352,150.05902965272,-39.72730619906,sdB,sdB,sd+MS,sdO/B,sdO/B,,2.4909,2.5358,0.0534,5.4358,13.4152,0.0030,13.3424,0.0032,13.5137,0.0039,48.2944,0.0518,-16.0046,0.0416,,,,,,,,,,,,0.110,0.001,0.342,13.066,0.006,13.437,0.005,13.445,0.012,13.369,0.027,13.290,0.030,13.591,0.019,13.816,0.086,13.698,0.004,13.440,0.003,13.712,0.003,14.048,0.005,14.220,0.005,,,,,,,,,,,,,,,,,,,,,,,13.3340,0.0040,13.6080,0.0010,13.8680,0.0110,14.0640,0.0020,14.1930,0.0050,13.678,0.023,13.705,0.035,13.764,0.045,,,,,,,,,,,,,,,,,,,13.818,0.027,13.910,0.055,12.083,,8.560,
PG0216+032,Gaia EDR3 2514877040285455872,34.82877155166,3.44746309598,161.06882852373,-52.79221338065,sdO,sdOC,sdO,sdO/B,sdO/B,,0.8530,0.8745,0.0434,4.2703,14.5616,0.0029,14.3882,0.0034,14.8943,0.0045,-3.4894,0.0486,-31.2842,0.0384,,,,,,,,,,,,0.044,0.001,0.137,12.706,0.004,13.901,0.003,14.622,0.034,14.363,0.034,14.377,0.014,14.861,0.053,15.033,0.322,13.882,0.004,14.322,0.004,14.838,0.003,15.201,0.004,15.619,0.006,,,,,,,,,,,,,,,,,,,,,,,14.3990,0.0070,14.8400,0.0040,15.2320,0.0020,15.5110,0.0020,15.7030,0.0050,15.283,0.047,15.472,0.112,15.490,0.177,,,,,15.464,0.011,15.617,0.019,,,,,,,,,,,15.901,0.053,15.994,0.176,12.279,,9.234,
EC02181-6149,Gaia EDR3 4701593569563170176,34.88640999643,-61.58796960341,285.87642769581,-52.52459111195,sdB,sdB,,,,sdB,0.6288,0.6476,0.0327,4.5839,15.5274,0.0028,15.4009,0.0035,15.7736,0.0049,7.6140,0.0459,-0.3648,0.0385,,,,,,,,,,,,0.038,0.001,0.117,,,,,15.548,0.046,15.411,0.058,15.325,0.093,15.748,0.021,15.982,0.000,,,,,,,,,,,,,,,,,,,,,15.1260,0.0060,15.1550,0.0320,15.3920,0.0070,15.7510,0.0070,16.1050,0.0220,16.4280,0.0420,,,,,,,,,,,16.113,0.106,15.591,0.147,16.650,,,,,,,,,,,,,,16.0952,0.0059,,,16.2559,0.0301,15.863,0.040,15.814,0.105,13.069,,9.292,
PG0216+246,Gaia EDR3 102803104542235008,34.93578124277,24.78999518360,147.20095058124,-33.88638056561,He-sdOB,sdOD,,sdO/B,sdO/B,,0.3929,0.3957,0.0686,4.3418,16.3550,0.0029,16.2305,0.0040,16.5788,0.0076,-2.7431,0.0695,-1.3529,0.0578,,,,,41200,105,5.87,0.04,2.10,0.03,2021ApJS..256...28L,0.068,0.002,0.211,15.165,0.011,15.511,0.009,16.357,0.016,16.201,0.071,16.230,,16.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1800,0.0003,16.5710,0.0050,16.9110,0.0040,17.1520,0.0040,17.3320,0.0110,16.921,0.146,16.914,,15.744,,,,,,,,,,,,,,,,,,,,,,,,,,,
HE0218-4447,Gaia EDR3 4943532891278292864,35.10216926890,-44.55792353691,263.13063667514,-65.08003063555,sdB,sdB,,sdO/B,,sdO,1.3566,1.3910,0.0390,3.5414,12.8247,0.0028,12.6672,0.0031,13.1630,0.0038,24.2586,0.0311,-4.8183,0.0390,,,,,,,,,,,,0.014,0.001,0.043,13.161,0.009,13.023,0.005,12.854,0.048,12.599,0.043,12.620,0.032,13.109,0.039,13.456,0.082,,,,,,,,,,,,,,,,,,,,,12.1870,0.0190,12.3240,0.0130,12.6970,0.0040,13.0630,0.0030,13.5360,0.0050,13.8700,0.0030,,,,,,,,,,,13.530,0.032,13.685,0.037,13.766,0.061,,,,,,,,,,,,,13.5790,0.0016,,,13.8017,0.0056,13.742,0.026,13.829,0.038,12.871,,9.417,
PG0217+241,Gaia EDR3 102583301000450688,35.11139090471,24.32440030704,147.60502985725,-34.24727564900,sdB,sdB,,,sdO/B,,0.1907,0.1950,0.0826,,16.7289,0.0030,16.6421,0.0056,16.9152,0.0087,2.1079,0.0839,-6.2858,0.0781,,,-81,12,30988,195,5.41,0.04,-3.21,0.10,2021ApJS..256...28L,0.076,0.008,0.235,15.730,0.014,16.138,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5770,0.0040,16.9410,0.0020,17.2490,0.0050,17.4830,0.0030,17.6310,0.0090,,,,,,,,,,,,,,,,,,,,,,,,,17.345,0.147,17.074,0.518,12.136,,8.911,
SDSSJ022035.00+170406.9,Gaia EDR3 79800118698241920,35.14582418044,17.06858353863,151.54520302720,-40.79809249013,sd ,B,sd+MS,sdO/B,sdO/B,,0.8040,0.8364,0.0504,4.7284,15.1164,0.0030,15.0635,0.0033,15.1912,0.0042,-0.9277,0.0507,-7.6665,0.0485,,,,,,,,,,,,0.122,0.003,0.377,14.691,0.120,15.500,0.900,15.118,0.046,15.091,0.014,15.012,0.025,15.319,0.055,,,15.018,0.004,14.955,0.003,15.274,0.003,15.500,0.004,15.700,0.006,,,,,,,,,,,,,,,,,,,,,,,15.0100,0.0020,15.2840,0.0040,15.5280,0.0020,15.7260,0.0070,15.8130,0.0080,15.241,0.059,15.103,0.090,14.992,0.180,,,,,,,,,,,,,,,,,,,15.203,0.041,15.058,0.094,11.740,,8.680,
PG0217+155,Gaia EDR3 79376016447500416,35.14838263668,15.73524277509,152.34790490205,-41.98772576828,sdOB,sdOB,,sdO/B,sdO/B,,0.6167,0.6429,0.0422,4.0766,15.0360,0.0028,14.9322,0.0041,15.2149,0.0041,7.4616,0.0585,-2.8416,0.0454,,,,,55000,3000,5.80,0.50,0.95,0.30,1994ApJ...433..819T,0.114,0.004,0.355,13.993,0.008,14.441,0.006,15.051,0.031,14.967,0.047,14.945,0.023,15.229,0.065,15.418,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9140,0.0100,15.2540,0.0040,15.5540,0.0020,15.7720,0.0040,15.9490,0.0050,15.607,0.074,15.665,0.139,14.786,,,,,,,,,,,,,,,,,,,,15.493,0.045,15.419,0.156,11.921,,8.440,
EC02183-2554,Gaia EDR3 5119475195765809664,35.14894359129,-25.67312660152,213.82249732798,-70.00828149232,sdB,sdB,,sdO/B,sdO/B,sdB,0.0760,0.1056,0.0554,,15.8350,0.0029,15.7642,0.0037,15.9806,0.0052,0.6248,0.0416,-1.8109,0.0475,,,,,,,,,,,,0.013,0.000,0.040,15.896,0.020,15.887,0.012,15.882,0.034,15.777,0.047,15.698,0.039,16.078,0.026,,,,,,,,,,,,,15.72320,0.00321,15.70280,0.00139,16.04300,0.00170,16.30610,0.00259,16.48690,0.00662,16.0510,0.0210,15.7020,0.0110,15.7410,0.0180,15.9830,0.0060,16.3500,0.0190,16.6170,0.0160,15.6820,0.0070,16.0190,0.0060,16.3280,0.0020,16.5340,0.0030,16.6510,0.0040,16.290,0.096,16.066,0.199,15.023,,,,,,,,,,,,,,,,,,,,16.322,0.059,16.711,0.279,12.427,,9.206,
HE0218-3437,Gaia EDR3 4966902495530735360,35.24900766234,-34.39317004533,239.15556399929,-69.48978155342,sdB+WD,,,sdO/B,sdO/B,,1.7063,1.7321,0.0297,4.5428,13.3500,0.0028,13.2138,0.0029,13.6129,0.0039,-5.6417,0.0159,-5.9371,0.0261,,,,,,,,,,,,0.015,0.001,0.048,12.885,0.007,12.944,0.005,13.362,0.011,13.171,0.010,13.146,0.020,13.605,0.040,13.983,0.120,,,,,,,,,,,12.72390,0.00099,13.11490,0.00040,13.64630,0.00055,13.94230,0.00078,14.17900,0.00174,,,,,,,,,,,,,13.0760,,13.5600,,13.9570,0.0030,14.2220,,14.4680,,13.990,0.030,14.097,0.032,14.209,0.072,,,,,,,,,13.8253,0.0008,13.8432,0.0015,13.4320,0.0019,14.1190,0.0025,14.1843,0.0037,14.239,0.030,14.332,0.057,12.353,,9.214,
LAMOSTJ022103.61+420359.7,Gaia EDR3 339327262772374144,35.26506364235,42.06659044491,140.21837860702,-17.77707743122,sdOB,,,,,,0.3502,0.3387,0.0818,,17.0147,0.0030,16.8894,0.0061,17.2519,0.0126,0.3340,0.0910,-0.9430,0.0920,,,,,37460,362,5.92,0.06,-1.70,0.07,2021ApJS..256...28L,0.054,0.001,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8740,0.0054,17.2539,0.0047,17.5815,0.0034,17.8401,0.0057,18.0090,0.0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMOSTJ022125.92+085919.7,Gaia EDR3 23700286669971584,35.35803466314,8.98881281137,157.17959874307,-47.80886872894,He-sdOB,,,,sdO/B,,0.1666,0.1621,0.0785,,16.9621,0.0030,16.8412,0.0058,17.1939,0.0105,-0.2420,0.0846,-4.3958,0.0811,,,,,41667,169,5.76,0.05,1.45,0.08,2021ApJS..256...28L,0.064,0.004,0.199,15.649,0.017,16.082,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7882,0.0029,17.1926,0.0048,17.5141,0.0024,17.7627,0.0068,17.9272,0.0089,,,,,,,17.490,0.019,17.484,0.031,17.351,0.076,17.538,0.120,,,,,,,,,,,15.770,0.048,15.669,0.120,12.119,,9.272,
LAMOSTJ022141.57+540653.4,Gaia EDR3 455558286215251840,35.42320730423,54.11484699966,136.01413097409,-6.44848126520,sdB,,,,sdO/B,,0.4141,0.4280,0.0588,4.8564,16.6990,0.0028,16.6836,0.0037,16.7297,0.0054,1.5482,0.0386,1.0463,0.0575,,,,,28582,394,5.70,0.06,-2.84,0.10,2021ApJS..256...28L,0.206,0.003,0.639,,,17.146,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6393,0.0057,16.8499,0.0022,17.0647,0.0063,17.2574,0.0062,17.3351,0.0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC02208-6105,Gaia EDR3 4701742347230263040,35.55990710951,-60.87016986140,284.76970229439,-52.93833141265,sdB+F,sdB+F,,sd+MS,,sd+MS,0.2574,0.2963,0.0267,3.1384,15.7795,0.0028,15.9049,0.0038,15.5263,0.0045,7.2364,0.0316,1.5772,0.0313,,,,,,,,,,,,0.054,0.002,0.166,15.514,0.024,15.828,0.018,15.917,0.071,16.094,0.036,15.941,0.017,15.823,0.020,,,,,,,,,,,,,,,,,,,,,,,16.0960,0.0280,16.1020,0.0100,15.8760,0.0210,15.8670,0.0080,15.8710,0.0030,15.9700,0.0110,,,,,,,,,,,15.192,0.048,15.055,0.086,14.940,0.142,,,,,,,,,,,,,15.1596,0.0031,,,14.9276,0.0097,14.905,0.030,14.956,0.052,13.014,,9.448,
EC02200-2338,Gaia EDR3 5120386003710463616,35.58280205990,-23.41560095237,207.72950982476,-69.14917201130,sdB+WD,sdB,,sdO/B,sd+MS,sdB,3.1083,3.1615,0.0503,4.4885,11.9890,0.0028,11.8554,0.0031,12.2600,0.0038,30.1023,0.0423,-14.1281,0.0425,,,,,,,,,,,,0.015,0.001,0.048,,,13.089,0.004,12.015,0.010,11.813,0.023,11.813,0.024,12.297,0.070,12.620,0.079,,,,,,,,,,,,,,,,,12.52930,0.00043,12.80400,0.00086,11.6190,0.0210,11.6180,0.0200,11.8750,0.0090,12.2220,0.0020,12.6510,0.0090,12.9630,0.0080,12.9250,0.0450,12.2220,,12.5900,,12.8780,,13.0550,0.0030,12.616,0.026,12.748,0.021,12.842,0.031,,,,,,,,,,,,,,,,,,,12.883,0.023,12.898,0.027,12.065,0.285,8.850,
PG0219+241,Gaia EDR3 102622917779071744,35.64015518215,24.34962038716,148.12291578487,-34.02591554334,sdB,sdB,,sdO/B,sdO/B,,0.4903,0.5002,0.0650,4.7433,16.2476,0.0030,16.1556,0.0046,16.4295,0.0069,4.4332,0.0783,0.9035,0.0796,,,-217,9,,,,,,,,0.075,0.005,0.232,15.518,0.013,15.777,0.009,16.259,0.025,16.166,0.016,16.096,0.034,16.444,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1040,0.0030,16.4620,0.0060,16.7420,0.0050,16.9750,0.0070,17.1360,0.0080,16.586,0.117,16.555,0.239,17.240,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG0220+132,Gaia EDR3 74703607425569024,35.91009344668,13.45962073037,154.68785913456,-43.65413503940,sdB,sdB,,sdO/B,sdO/B,,0.9372,0.9676,0.0403,4.6938,14.7654,0.0029,14.6748,0.0052,14.9147,0.0054,2.7823,0.0432,-3.3127,0.0388,,,,,,,,,,,,0.106,0.002,0.330,14.172,0.011,14.551,0.006,14.784,0.035,14.716,0.032,14.626,0.018,15.004,0.058,15.101,0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6510,0.0030,14.9620,0.0050,15.2600,0.0030,15.4910,0.0020,15.6230,0.0050,15.160,0.059,15.086,0.093,14.836,,,,,,,,,,,,,,,,,,,,15.471,0.045,15.327,0.134,12.603,,9.044,
HE0221-3250,Gaia EDR3 4970534594755662208,35.99250323884,-32.60940853907,233.83639638196,-69.25218023781,sdB,sdB,,sdO/B,sdO/B,sdB,0.8664,0.8917,0.0340,4.4123,14.6611,0.0028,14.5365,0.0030,14.8965,0.0040,19.3379,0.0216,-38.1226,0.0337,,,,,,,,,,,,0.014,0.000,0.043,13.667,0.007,13.955,0.006,14.670,0.016,14.488,0.018,14.483,0.008,14.851,0.045,15.251,0.093,,,,,,,,,,,15.34000,0.00011,17.48950,0.00052,,,16.53260,0.00060,,,14.3300,0.0130,14.3220,0.0080,14.5290,0.0030,14.8400,0.0070,15.2450,0.0050,15.5840,0.0040,14.5380,,14.9650,,15.2440,0.0020,15.5570,,15.7620,,15.249,0.055,15.385,0.097,15.358,0.192,,,,,,,,,14.9030,0.0013,15.0962,0.0026,15.2061,0.0026,15.3358,0.0049,15.3949,0.0078,15.418,0.042,15.421,0.100,12.409,,9.146,
PG0221+217,Gaia EDR3 99836961472298752,36.00526894170,21.94718595955,149.73919042638,-36.05908499105,He-sdOB,DA2,sd+MS,,,,0.7712,0.7955,0.0441,5.1752,15.6720,0.0029,15.5835,0.0036,15.8229,0.0058,-3.2510,0.0514,-19.1111,0.0430,,,-90,1,37726,133,5.87,0.03,-0.90,0.02,2021ApJS..256...28L,0.113,0.003,0.350,,,,,15.731,0.008,15.678,0.033,15.590,,15.846,,,,15.320,0.005,15.517,0.004,15.879,0.004,16.169,0.005,16.429,0.009,,,,,,,,,,,,,,,,,,,,,,,15.5710,0.0040,15.8630,0.0030,16.1690,0.0020,16.4090,0.0020,16.5450,0.0060,16.232,0.098,16.075,0.183,15.776,,,,,,,,,,,,,,,,,,,,16.392,0.070,16.122,0.215,12.794,,8.574,
SDSSJ022422.21+000313.5,Gaia EDR3 2500824388329728256,36.09259279520,0.05371531670,166.14756731109,-54.82425981982,He-sdOB,sdO,sdO,,sdO/B,,0.1594,0.1261,0.2689,,18.9645,0.0041,18.8204,0.0301,19.1945,0.1256,5.5668,0.3047,-7.3613,0.2245,-234,6,,,39100,400,5.78,0.11,0.00,0.10,Geierprep,0.035,0.000,0.109,17.982,0.052,17.741,0.026,,,,,,,,,,,18.321,0.015,18.708,0.008,19.179,0.012,19.529,0.018,19.923,0.084,,,,,,,,,,,,,,,,,,,,,,,18.7690,0.0080,19.1990,0.0070,19.5700,0.0110,19.8710,0.0320,19.9810,0.1000,,,,,,,19.729,0.148,19.353,0.177,,,,,,,,,19.6701,0.1224,,,,,,,,,,,,
GALEXJ022454.87+010938.81,Gaia EDR3 2501511789255397248,36.22827310112,1.16089620134,165.18587989732,-53.85988061498,sdB+F4V,sdB+F4V,,sd+MS,sd+MS,,1.5989,1.6444,0.0256,3.2018,12.1218,0.0028,12.2144,0.0029,11.9169,0.0039,15.9065,0.0334,-20.3636,0.0221,,,65,32,28000,1020,5.45,0.18,-2.54,0.00,2012MNRAS.427.2180N,0.031,0.001,0.096,12.102,0.005,12.714,0.004,12.170,0.016,12.373,0.028,12.242,0.032,12.211,0.025,12.219,0.087,14.159,0.005,,,14.702,0.010,12.195,0.001,13.457,0.006,,,,,,,,,,,,,,,,,,,,,,,12.4060,,12.2840,,12.3030,,12.3680,,12.3720,0.0060,11.636,0.022,11.463,0.025,11.432,0.023,11.754,0.001,11.584,0.001,11.501,0.001,11.446,0.001,,,,,11.9069,0.0006,,,11.4588,0.0010,11.359,0.022,11.415,0.021,11.601,0.149,9.030,
LAMOSTJ022512.43+234822.2,Gaia EDR3 101826669497182720,36.30212604405,23.80571839058,149.06233287179,-34.26386735580,sdO,sdO,,sdO/B,sdO/B,,1.3643,1.3925,0.0406,4.5360,13.8171,0.0029,13.7057,0.0038,14.0228,0.0040,4.5120,0.0410,-6.8390,0.0400,,,,,50765,384,5.64,0.03,-1.97,0.05,2021ApJS..256...28L,0.105,0.006,0.339,12.744,0.007,13.277,0.006,13.839,0.046,13.712,0.029,13.678,0.028,14.049,0.020,14.319,0.039,16.369,0.010,16.457,0.004,14.213,0.001,24.362,1.143,17.409,0.021,,,,,,,,,,,,,,,,,,,,,,,13.7413,0.0000,14.0474,0.0003,14.3648,0.0050,14.6085,0.0029,14.7616,0.0044,14.369,0.028,14.461,0.046,14.624,0.089,,,,,,,,,,,,,,,,,,,14.610,0.030,14.830,0.067,12.618,,9.232,
